analysis,label,pathway,n_genes_in_model,cohens_d,null_mean_abs_d,null_q95_abs_d,p_empirical,p_floor,n_draws,model
meta_analysis,OIS,Protein processing in ER/ UPR (darkslateblue),23,0.7965477346637552,0.7241726364326332,1.736958625486825,0.3775303643724696,0.0010121457489878543,987,scaled
meta_analysis,OIS,VEGF signaling (sienna3),45,1.3823810264833876,0.7440472025381392,1.9193604949373904,0.14285714285714285,0.000999000999000999,1000,scaled
meta_analysis,OIS,mRNA splicing (darkred),79,1.1837333424944128,0.7333116260984641,1.8173123239757092,0.1968031968031968,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,Adaptive immunity/ T cell signaling (darkgreen),73,0.05165128327231966,1.8219856218184505,4.823409934023203,0.9760239760239761,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,Cell cycle/ DNA replication (green),117,10.377628500733051,1.8848849086317,4.963556214661209,0.000999000999000999,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,Chromatin modification (orange),169,-1.1381329611164455,1.8621073628599425,4.667541177562474,0.6213786213786214,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,ECM organization/ EMT (brown4),75,-2.470186015753875,1.854587462001794,5.062432777927318,0.25674325674325676,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,Fatty acid metabolism/ Peroxisome (ivory),20,-6.180598817410384,1.7768171843541478,4.255535746790638,0.0072992700729927005,0.0010427528675703858,958,scaled
temporal_pooled,Fibroblast,Innate immunity/ Inflammation (turquoise),238,-1.19747528319671,1.8671726140245286,4.822038460605422,0.5924075924075924,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,Interferon signaling (darkmagenta),45,0.2736589213700443,1.808476959809577,4.465785096300846,0.905,0.001,999,scaled
temporal_pooled,Fibroblast,Mitochondrial translation/ OxPhos (pink),186,2.28047636593093,1.8438245275760414,4.984251848592207,0.3096903096903097,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,Muscle contraction/ Cytoskeleton/ Glycolysis (blue),92,0.7337496142748701,1.9882391643383257,4.891986620121954,0.7762237762237763,0.000999000999000999,1000,scaled
temporal_pooled,Fibroblast,OxPhos/ Heme metabolism (white),65,4.117601136929041,1.7415787964466845,4.448796074314512,0.079,0.001,999,scaled
