condition,pathway,n_measured_genes,set_net,set_sum_positive,set_sum_negative,cancellation_ratio,frac_genes_with_set_net
RS,HALLMARK KRAS SIGNALING DN,69,0.018463273614905903,0.08695744301999288,-0.06849416940508697,8.419504345078845,0.4782608695652174
RS,HALLMARK KRAS SIGNALING UP,123,0.12686843853542693,0.24715162464355622,-0.12028318610812931,2.89618769643076,0.5934959349593496
RS,HALLMARK MITOTIC SPINDLE,159,-0.0021286620765823463,0.1482888813513321,-0.15041754342791444,140.32590145018787,0.5094339622641509
RS,HALLMARK MTORC1 SIGNALING,129,0.08297615032532671,0.18876717933036846,-0.10579102900504174,3.5499141281022113,0.5426356589147286
RS,HALLMARK MYC TARGETS,137,-0.06820275437200049,0.05008196132118449,-0.11828471569318497,2.4686199049387603,0.5255474452554745
RS,HALLMARK MYOGENESIS,128,0.16835009812267782,0.30639070275714597,-0.13804060463446816,2.6399230671535108,0.59375
RS,HALLMARK NOTCH SIGNALING,24,-0.005261490293907061,0.02965598473074036,-0.03491747502464742,12.27284593305541,0.625
RS,HALLMARK OXIDATIVE PHOSPHORYLATION,103,0.0012798448445660656,0.04294195209841356,-0.041662107253847495,66.10493429064542,0.5145631067961165
RS,HALLMARK P53 PATHWAY,134,0.18834664005714885,0.27018866745701997,-0.08184202739987113,1.8690574716388708,0.6791044776119403
RS,HALLMARK PANCREAS BETA CELLS,11,-0.00906869720976937,0.010053408256497934,-0.019122105466267303,3.2171670360033127,0.45454545454545453
RS,HALLMARK PEROXISOME,65,0.0423554340716595,0.06000077450264546,-0.017645340430985968,1.8332031446606118,0.6153846153846154
RS,HALLMARK PI3K AKT MTOR SIGNALING,71,0.06769258377123138,0.0902570868610999,-0.022564503089868522,1.666675781386208,0.5915492957746479
RS,HALLMARK PROTEIN SECRETION,73,0.012450944274096395,0.03328570175482666,-0.02083475748073026,4.346695161759899,0.4931506849315068
RS,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,25,-0.005931475991890931,0.008697029641578567,-0.014628505633469494,3.932501000920679,0.44
RS,HALLMARK SPERMATOGENESIS,59,0.00017254137804889564,0.062099262625235914,-0.06192672124718701,718.8187858177174,0.4406779661016949
RS,HALLMARK TGF BETA SIGNALING,39,0.022887477612082943,0.04617846180758202,-0.023290984195499076,3.035260030856621,0.6153846153846154
RS,HALLMARK TNFA SIGNALING VIA NFKB,158,0.08009382416818932,0.24207194718147335,-0.16197812301328404,5.0447094316072505,0.5759493670886076
RS,HALLMARK UNFOLDED PROTEIN RESPONSE,79,0.04025972448283816,0.05992520579561957,-0.019665481312781403,1.9769307448273459,0.5569620253164557
RS,HALLMARK UV RESPONSE DN,127,0.004750416264616855,0.10767811701316889,-0.10292770074855202,44.334181686435294,0.5433070866141733
RS,HALLMARK UV RESPONSE UP,99,0.01015630624977183,0.1039533636126365,-0.0937970573628647,19.470702843363338,0.47474747474747475
RS,HALLMARK WNT BETA CATENIN SIGNALING,27,0.02845444006676641,0.042954035636520775,-0.014499595569754364,2.0191446772969033,0.5185185185185185
RS,HALLMARK XENOBIOTIC METABOLISM,115,-0.039332724766913234,0.10726731148278616,-0.14660003624969942,6.454354465318897,0.5652173913043478
RS,Lysosomal Genes,131,0.015685888375269578,0.09408403294527698,-0.0783981445700074,10.996009495211016,0.4961832061068702
SIPS,HALLMARK ADIPOGENESIS,136,0.03688998328101814,0.10070388647373286,-0.06381390319271472,4.459687292704758,0.5441176470588235
SIPS,HALLMARK ALLOGRAFT REJECTION,79,0.02170078088361815,0.08286459453905456,-0.06116381365543641,6.637014998073989,0.5316455696202531
SIPS,HALLMARK ANDROGEN RESPONSE,71,-0.040500898625752874,0.029738530493561198,-0.07023942911931405,2.468536822768257,0.43661971830985913
SIPS,HALLMARK ANGIOGENESIS,27,0.024370850792224365,0.0423850595720467,-0.018014208779822342,2.4783405744349194,0.6296296296296297
SIPS,HALLMARK APICAL JUNCTION,129,0.038146178073932197,0.09422878665492171,-0.05608260858098952,3.9404051159355578,0.49612403100775193
SIPS,HALLMARK APICAL SURFACE,24,-0.005639222066389223,0.013546638330139077,-0.0191858603965283,5.804435140399764,0.4583333333333333
