"analysis","label","cell_type","timepoint","pathway","contrib_diff","cohens_d","pooled_sd","wilcox_p","n_test","n_control","model","p_adj"
"meta_analysis","RS",NA,NA,"HALLMARK GLYCOLYSIS",-0.0200540193063519,-0.00742700581005985,2.7001485954392,0.738048459684764,11,91,"scaled",0.788513311629021
"meta_analysis","RS",NA,NA,"HALLMARK HEDGEHOG SIGNALING",-0.855387499231212,-0.868933505830794,0.984410767327208,0.00397058705257081,11,91,"scaled",0.00781611624521813
"meta_analysis","RS",NA,NA,"HALLMARK HEME METABOLISM",1.67288004904632,1.5471912104639,1.08123678426581,0.000419044463584761,11,91,"scaled",0.00109126162391865
"meta_analysis","RS",NA,NA,"HALLMARK HYPOXIA",1.72176615233907,0.700371741730883,2.45836039598619,0.0354021822422226,11,91,"scaled",0.0571002939390687
"meta_analysis","RS",NA,NA,"HALLMARK IL2 STAT5 SIGNALING",-1.3553185043295,-0.913351184268861,1.48389636721655,0.00397058705257081,11,91,"scaled",0.00781611624521813
"meta_analysis","RS",NA,NA,"HALLMARK IL6 JAK STAT3 SIGNALING",0.0225913422716417,0.0419121249630005,0.539016866636683,0.829169394135687,11,91,"scaled",0.868847656866293
"meta_analysis","RS",NA,NA,"HALLMARK INFLAMMATORY RESPONSE",2.49087644615811,0.885705635980858,2.81230732307538,0.0021072897339276,11,91,"scaled",0.00454157270243017
"meta_analysis","RS",NA,NA,"HALLMARK INTERFERON ALPHA RESPONSE",-2.33593982196019,-1.69958306564227,1.37441933211863,3.95041328734284e-05,11,91,"scaled",0.000123450415229464
"meta_analysis","RS",NA,NA,"HALLMARK INTERFERON GAMMA RESPONSE",1.66811691162741,0.572751565660555,2.91246154814709,0.112764889309276,11,91,"scaled",0.159524993717266
"meta_analysis","RS",NA,NA,"HALLMARK KRAS SIGNALING DN",0.613813172587472,0.465886683827857,1.31751602673897,0.120298429579756,11,91,"scaled",0.168014566452173
"meta_analysis","RS",NA,NA,"HALLMARK KRAS SIGNALING UP",2.19105125803636,0.55668033948794,3.93592355004272,0.320939992138993,11,91,"scaled",0.397202960568061
"meta_analysis","RS",NA,NA,"HALLMARK MITOTIC SPINDLE",3.2747803877498,2.45091384320258,1.33614667722088,3.34507404220474e-07,11,91,"scaled",1.454958741009e-06
"meta_analysis","RS",NA,NA,"HALLMARK MTORC1 SIGNALING",1.22882328151006,0.601710646351182,2.0422162861198,0.305413621876563,11,91,"scaled",0.381767027345704
"meta_analysis","RS",NA,NA,"HALLMARK MYC TARGETS",-1.59096835320428,-1.65967206841199,0.958604042018103,1.02214682703236e-05,11,91,"scaled",3.5005028323026e-05
"meta_analysis","RS",NA,NA,"HALLMARK MYOGENESIS",1.98498074632598,0.5321463192132,3.73014089294247,0.142317465652875,11,91,"scaled",0.190263991514539
"meta_analysis","RS",NA,NA,"HALLMARK NOTCH SIGNALING",0.0968582354053465,0.227171537650248,0.426366068598211,0.524442391667546,11,91,"scaled",0.597147340324044
"meta_analysis","RS",NA,NA,"HALLMARK OXIDATIVE PHOSPHORYLATION",-0.740862790580918,-0.600431719076856,1.23388349922614,0.0436515776172803,11,91,"scaled",0.0686345560020131
"meta_analysis","RS",NA,NA,"HALLMARK P53 PATHWAY",0.665774641400652,0.167811407629834,3.96739799042297,0.888463627781252,11,91,"scaled",0.910311094038168
"meta_analysis","RS",NA,NA,"HALLMARK PANCREAS BETA CELLS",0.149685310670756,1.37795190189493,0.108628835639989,0.00011235726043668,11,91,"scaled",0.000315610282125505
"meta_analysis","RS",NA,NA,"HALLMARK PEROXISOME",0.270286858871673,0.449367136844357,0.601483367853153,0.0619876165546041,11,91,"scaled",0.0927958331655749
"meta_analysis","RS",NA,NA,"HALLMARK PI3K AKT MTOR SIGNALING",1.29646810941463,0.94624093072399,1.37012474024208,0.00290529813251128,11,91,"scaled",0.00605270444273183
"meta_analysis","RS",NA,NA,"HALLMARK PROTEIN SECRETION",0.475466096401586,1.94520688284084,0.244429577437645,5.56322985900692e-07,11,91,"scaled",2.28001223729792e-06
"meta_analysis","RS",NA,NA,"HALLMARK REACTIVE OXYGEN SPECIES PATHWAY",-0.283992130379276,-1.44184050947517,0.196965010008388,2.34698278104088e-05,11,91,"scaled",7.52238070846437e-05
"meta_analysis","RS",NA,NA,"HALLMARK SPERMATOGENESIS",-0.471087048999879,-0.616481819192748,0.764154001519045,0.025536538526501,11,91,"scaled",0.0420008857343766
"meta_analysis","RS",NA,NA,"HALLMARK TGF BETA SIGNALING",0.273649810743602,0.32790922394108,0.834529164671417,0.388100141500992,11,91,"scaled",0.466466516227154
"meta_analysis","RS",NA,NA,"HALLMARK TNFA SIGNALING VIA NFKB",0.366808405420567,0.138128493081287,2.65555930741028,0.721828954083545,11,91,"scaled",0.777981578731693
"meta_analysis","RS",NA,NA,"HALLMARK UNFOLDED PROTEIN RESPONSE",1.19698968923006,2.19901878771698,0.544328996148678,2.55463544096557e-06,11,91,"scaled",9.67664939759685e-06
"meta_analysis","RS",NA,NA,"HALLMARK UV RESPONSE DN",0.163183888028459,0.0883975585013176,1.84602256889286,0.846026897260918,11,91,"scaled",0.872037730610696
"meta_analysis","RS",NA,NA,"HALLMARK UV RESPONSE UP",-0.0875637352775742,-0.0340535298945446,2.57135561419734,0.846026897260918,11,91,"scaled",0.872037730610696
"meta_analysis","RS",NA,NA,"HALLMARK WNT BETA CATENIN SIGNALING",1.53710793602776,1.38210197311629,1.11215233457917,0.00011235726043668,11,91,"scaled",0.000315610282125505
"meta_analysis","RS",NA,NA,"HALLMARK XENOBIOTIC METABOLISM",-0.552220147523349,-0.38986288688892,1.41644707945922,0.17064935992765,11,91,"scaled",0.226927340329322
"meta_analysis","RS",NA,NA,"Lysosomal Genes",0.435803975323518,0.312674747524463,1.39379332285036,0.280661350835104,11,91,"scaled",0.35798641688151
