analysis,label,cell_type,timepoint,pathway,observed,expected_from_weight,total_shift,z,p_emp,interpretable,p_emp_adj
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK MYC TARGETS,-0.10353006133591641,0.0047667583852791535,0.4810936170357605,-3.743024162928658,0.0008999550022498875,True,0.03968801559922004
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK MYOGENESIS,0.08600896832387486,0.010149782797073138,0.4810936170357605,1.5492787674539918,0.1175941202939853,True,0.42161794349306925
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK NOTCH SIGNALING,-0.02512069999127303,0.0016520304101833561,0.4810936170357605,-1.347027181606201,0.16034198290085497,True,0.514314501666221
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK OXIDATIVE PHOSPHORYLATION,-0.0027229460430611627,0.003776094415853494,0.4810936170357605,-0.24381037275791856,0.7924603769811509,True,0.9269894595455903
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK P53 PATHWAY,0.16710891542616038,0.007777942426575439,0.4810936170357605,4.0317067803595705,0.00024998750062496874,True,0.027561121943902804
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK PANCREAS BETA CELLS,-0.004883657687395146,0.0010310449451105535,0.4810936170357605,-0.38835083424659833,0.6284185790710465,False,
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK PEROXISOME,0.03271998255622258,0.003595542735984523,0.4810936170357605,1.0891800990495648,0.2565871706414679,True,0.6667227685127372
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK PI3K AKT MTOR SIGNALING,0.06640293281978477,0.0036253881675852658,0.4810936170357605,2.5447636496691306,0.016349182540872958,True,0.16837339951184258
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK PROTEIN SECRETION,0.011081477312324846,0.0029280869818624294,0.4810936170357605,0.3343279405977436,0.7141142942852857,True,0.914937632619754
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,-0.015445136784761403,0.0009675695466309018,0.4810936170357605,-1.4608893416970814,0.12409379531023448,True,0.4413335784823662
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK SPERMATOGENESIS,-0.01089707029643805,0.0033407924865968028,0.4810936170357605,-0.609981584422861,0.5129243537823109,True,0.8346850185166019
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK TGF BETA SIGNALING,-0.0175558747884095,0.0018296235815150746,0.4810936170357605,-1.0332576304717696,0.2590870456477176,True,0.6667227685127372
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK TNFA SIGNALING VIA NFKB,-0.011341930239088228,0.009869918849015084,0.4810936170357605,-0.4172121252593377,0.6747162641867906,True,0.9124902845766804
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK UNFOLDED PROTEIN RESPONSE,0.014621810635232718,0.0027314105432512457,0.4810936170357605,0.5825342050308459,0.5286235688215589,True,0.8446485284431431
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK UV RESPONSE DN,-0.01999410995143735,0.007649305571686086,0.4810936170357605,-0.6467135874096954,0.5005749712514375,True,0.8287598631220856
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK UV RESPONSE UP,0.005077637991040678,0.005090395137624514,0.4810936170357605,0.03841008615757979,0.967501624918754,True,0.9899494584435511
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK WNT BETA CATENIN SIGNALING,-0.009252831632564788,0.0015094943433292954,0.4810936170357605,-0.6129081083005634,0.4741262936853157,True,0.8129479022232095
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,HALLMARK XENOBIOTIC METABOLISM,-0.01765930973424678,0.007403835411645894,0.4810936170357605,-0.6033803516655372,0.5267736613169341,True,0.8446485284431431
temporal_bytimepoint,Fibroblast_4_days,Fibroblast,4_days,Lysosomal Genes,0.024582139484646832,0.006149751927030382,0.4810936170357605,0.5426586807890874,0.5698215089245537,True,0.8695200188087482
temporal_bytimepoint,Fibroblast_10_days,Fibroblast,10_days,HALLMARK ADIPOGENESIS,0.04351600286184995,0.009067108434365626,0.6176917245892627,1.0239925975102746,0.2982350882455877,True,0.6984484109127878
temporal_bytimepoint,Fibroblast_10_days,Fibroblast,10_days,HALLMARK ALLOGRAFT REJECTION,0.009925395216624564,0.009532529408620958,0.6176917245892627,0.014896104551783853,0.9873506324683766,True,0.9940043906895564
temporal_bytimepoint,Fibroblast_10_days,Fibroblast,10_days,HALLMARK ANDROGEN RESPONSE,-0.07057420701361543,0.0051529667685071565,0.6176917245892627,-2.6428796091138897,0.010599470026498675,True,0.14164746308139137
