analysis,label,model,pathway,n_clock,n_nonzero,weight_share,total_shift,observed,expected_from_weight,ratio,ratio_reliable,null_mean,null_sd,z,p_emp,interpretable,p_emp_adj
meta_analysis,CICQ,scaled,HALLMARK G2M CHECKPOINT,142,17,0.0105432869349456,5.88320206320108,-0.0768955761921906,0.0620282874485932,-1.2396856233685132,False,0.0494097770486985,1.1126736126816772,-0.1135151870245921,0.8871056447177641,False,
meta_analysis,CICQ,scaled,HALLMARK GLYCOLYSIS,139,30,0.0200052529173737,5.88320206320108,-0.3200875894868188,0.1176949452383528,-2.7196375242673807,False,0.1408627238109054,1.6988562840805623,-0.2713297867613299,0.7673616319184041,True,0.96979032627316
meta_analysis,CICQ,scaled,HALLMARK HEDGEHOG SIGNALING,32,8,0.0037695085540802,5.88320206320108,-0.6298043348931698,0.022176780502619,-28.39926809118168,False,0.0271592185633889,0.8029169614226564,-0.818221042799384,0.311734413279336,False,
meta_analysis,CICQ,scaled,HALLMARK HEME METABOLISM,142,20,0.0090905971349676,5.88320206320108,2.746127926210731,0.0534818198201716,51.34694248334046,False,0.0122515127714468,0.9589133044018768,2.8510152074118342,0.0144992750362481,False,
meta_analysis,CICQ,scaled,HALLMARK HYPOXIA,142,32,0.0248285872137324,5.88320206320108,2.044738992218086,0.1460715955221987,13.998197150570205,False,0.2227540562840438,1.9983779906198744,0.9117318868032984,0.3426828658567071,True,0.7625181240937954
meta_analysis,CICQ,scaled,HALLMARK IL2 STAT5 SIGNALING,148,35,0.0191720717138196,5.88320206320108,1.0022842429362486,0.1127931718625828,8.886036507221752,False,0.0731442260914962,1.345457450476374,0.6905755484989734,0.4578771061446928,True,0.8460772613543237
meta_analysis,CICQ,scaled,HALLMARK IL6 JAK STAT3 SIGNALING,57,13,0.0054087736405016,5.88320206320108,0.1304281328629964,0.0318209082411868,4.098818672126364,False,-0.039035470095357,0.5404886913022167,0.313537740355047,0.727863606819659,False,
meta_analysis,CICQ,scaled,HALLMARK INFLAMMATORY RESPONSE,146,34,0.0206525357886357,5.88320206320108,2.191553511872672,0.1215030411620362,18.03702599468289,False,0.123029506553644,1.6452640019191438,1.2572596269693896,0.1941402929853507,False,
meta_analysis,CICQ,scaled,HALLMARK INTERFERON ALPHA RESPONSE,66,13,0.0103440128843608,5.88320206320108,-0.0157777822792662,0.0608559179430505,-0.2592645516255507,False,0.0354723788277361,0.9801970652210236,-0.0522855688161503,0.951702414879256,False,
meta_analysis,CICQ,scaled,HALLMARK INTERFERON GAMMA RESPONSE,134,30,0.0262464255577463,5.88320206320108,1.1119025124077526,0.1544130249929867,7.20083368911563,False,0.2558412811243936,2.062736937336328,0.4150123148465144,0.656567171641418,False,
meta_analysis,CICQ,scaled,HALLMARK KRAS SIGNALING DN,110,31,0.0150518155041489,5.88320206320108,0.908940344334757,0.0885528720289311,10.264380177729262,False,-0.0044196110551763,1.0776066106344349,0.847581989917636,0.3564321783910804,False,
meta_analysis,CICQ,scaled,HALLMARK KRAS SIGNALING UP,155,46,0.0232272905683437,5.88320206320108,7.165919332586271,0.1366508437942511,52.439627400879175,False,0.0279931268869546,1.683289119313877,4.240463580379345,0.0003499825008749,True,0.0297485125743712
meta_analysis,CICQ,scaled,HALLMARK MITOTIC SPINDLE,159,18,0.0102920766135842,5.88320206320108,0.5225739229153354,0.0605503663676625,8.630400677384184,False,-0.0347148547708879,0.920865348826691,0.605179441702618,0.4722763861806909,False,
meta_analysis,CICQ,scaled,HALLMARK MTORC1 SIGNALING,131,28,0.0197176958311117,5.88320206320108,1.182434069729842,0.1160031887951678,10.19311694799804,False,0.1743100831568879,1.7415190640191482,0.578876227887144,0.5338233088345583,True,0.8702468102401332
