"cell_type","timepoint","pathway","n_pathway_genes","n_in_expression_data","n_overlap_EN_model_features","status","n_test","n_control","cohens_d_scaled","wilcox_p_scaled","cohens_d_yugene","wilcox_p_yugene","p_adj_scaled","p_adj_yugene","efficiency_score_scaled","efficiency_score_yugene"
"Keratinocyte","20_days","HALLMARK_MYC_TARGETS_V1",200,199,104,"OK",6,6,-1.89619273437704,0.00432900432900433,-4.16872592469452,0.00216450216450216,0.00839677563815495,0.00496952027564273,0.281839350982658,0.619615816335506
"Keratinocyte","20_days","HALLMARK_MYC_TARGETS_V2",58,57,39,"OK",6,6,-5.29294589001014,0.00216450216450216,-7.29661979122407,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.987941112927648,1.36193167792577
"Keratinocyte","20_days","HALLMARK_MYOGENESIS",200,136,112,"OK",6,6,2.40157814871832,0.00216450216450216,3.3247846409725,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.351473262958982,0.486585417602236
"Keratinocyte","20_days","HALLMARK_NOTCH_SIGNALING",32,29,23,"OK",6,6,1.18266628430593,0.132034632034632,0.5977059122704,0.17965367965368,0.181145074437757,0.248751248751249,0.254673322337164,0.128708962518367
"Keratinocyte","20_days","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,197,101,"OK",6,6,-3.42400587954793,0.00216450216450216,-2.89921162068903,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.512077411140255,0.43359177329047
"Keratinocyte","20_days","HALLMARK_P53_PATHWAY",200,191,137,"OK",6,6,2.14480328850003,0.0151515151515152,-1.89456446305448,0.00865800865800866,0.0259246456965088,0.0173160173160173,0.301281225197653,0.266130094869528
"Keratinocyte","20_days","HALLMARK_PANCREAS_BETA_CELLS",40,15,9,"OK",6,6,7.97839171687047,0.00216450216450216,1.50857703112247,0.0649350649350649,0.00450937950937951,0.103619784470848,2.30627241593324,0.436076557488571
"Keratinocyte","20_days","HALLMARK_PEROXISOME",104,84,66,"OK",6,6,12.4073806134737,0.00216450216450216,3.00693581857682,0.00216450216450216,0.00450937950937951,0.00496952027564273,2.03818584803472,0.493955511021929
"Keratinocyte","20_days","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,91,67,"OK",6,6,1.34318473251591,0.17965367965368,2.22527188085052,0.00216450216450216,0.2245670995671,0.00496952027564273,0.219886937020524,0.364289591798441
"Keratinocyte","20_days","HALLMARK_PROTEIN_SECRETION",96,92,73,"OK",6,6,1.26934384010411,0.17965367965368,2.97988034940931,0.00216450216450216,0.2245670995671,0.00496952027564273,0.203785645910823,0.47840216539873
"Keratinocyte","20_days","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,45,25,"OK",6,6,0.0858904978920269,1,-0.95591324304063,0.937229437229437,1,0.956356568601467,0.0180636235563821,0.201038035622439
"Keratinocyte","20_days","HALLMARK_SPERMATOGENESIS",135,71,52,"OK",6,6,1.82023978876254,0.00865800865800866,-0.124484665260992,0.937229437229437,0.0160996028764624,0.956356568601467,0.31629459100256,0.0216311205413127
"Keratinocyte","20_days","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",6,6,-3.27658365348108,0.00216450216450216,-2.97427973747352,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.61158223954835,0.555156484698563
"Keratinocyte","20_days","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,172,146,"OK",6,6,-1.88449945185812,0.00865800865800866,-2.73532228797684,0.00216450216450216,0.0160996028764624,0.00496952027564273,0.261392834697075,0.379407723339676
"Keratinocyte","20_days","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,110,78,"OK",6,6,1.31520925918146,0.132034632034632,-1.9563049382486,0.025974025974026,0.181145074437757,0.0460169751508334,0.208039262617537,0.30944751488564
"Keratinocyte","20_days","HALLMARK_UV_RESPONSE_DN",144,134,120,"OK",6,6,0.729446421439681,0.24025974025974,-1.38426069295908,0.0649350649350649,0.290636782572266,0.103619784470848,0.105248025702296,0.199727767124679
"Keratinocyte","20_days","HALLMARK_UV_RESPONSE_UP",158,134,92,"OK",6,6,-1.38048080346662,0.0930735930735931,0.696370314263774,0.393939393939394,0.133811875025933,0.480413895048041,0.21061287514827,0.106241646886141
"Keratinocyte","20_days","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,36,27,"OK",6,6,-1.65449821335969,0.025974025974026,-1.69693825728545,0.00432900432900433,0.0420442866486032,0.00923247368744999,0.340573216531541,0.349309365143139
"Keratinocyte","20_days","HALLMARK_XENOBIOTIC_METABOLISM",200,142,104,"OK",6,6,0.6093788754901,0.818181818181818,0.943521969120499,1,0.854250158194474,1,0.0905746254887407,0.140239762864699
"Melanocyte","4_days","HALLMARK_ADIPOGENESIS",200,185,132,"OK",6,6,-3.25692892727534,0.00216450216450216,-1.99852454242599,0.00432900432900433,0.00450937950937951,0.00923247368744999,0.460923834880769,0.282833189414712
"Melanocyte","4_days","HALLMARK_ALLOGRAFT_REJECTION",200,113,80,"OK",6,6,0.723918569425607,0.393939393939394,-3.49829881029286,0.00216450216450216,0.44540886249429,0.00496952027564273,0.113867502601592,0.55025878007002
"Melanocyte","4_days","HALLMARK_ANDROGEN_RESPONSE",101,91,71,"OK",6,6,0.941174059046358,0.0649350649350649,-1.30161182521173,0.0930735930735931,0.0954927425515661,0.141976667400396,0.152051815054457,0.210282506851413
"Melanocyte","4_days","HALLMARK_ANGIOGENESIS",36,25,23,"OK",6,6,-0.699021971062527,0.132034632034632,-1.64885762963479,0.00216450216450216,0.181145074437757,0.00496952027564273,0.150526188257444,0.355062164342083
"Melanocyte","4_days","HALLMARK_APICAL_JUNCTION",200,149,123,"OK",6,6,-1.70214263233637,0.025974025974026,-3.75026322809145,0.00216450216450216,0.0420442866486032,0.00496952027564273,0.244357643414871,0.538383486314546
"Melanocyte","4_days","HALLMARK_APICAL_SURFACE",44,32,25,"OK",6,6,-2.09204915504888,0.00216450216450216,-2.46384249391113,0.00865800865800866,0.00450937950937951,0.0173160173160173,0.439978685951455,0.518170512507412
"Melanocyte","4_days","HALLMARK_APOPTOSIS",161,138,107,"OK",6,6,3.38892211562978,0.00216450216450216,1.88256150273798,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.500713626138052,0.278148675095373
"Melanocyte","4_days","HALLMARK_BILE_ACID_METABOLISM",112,78,63,"OK",6,6,-2.91437302178599,0.00432900432900433,-0.529073155859159,0.484848484848485,0.00839677563815495,0.577200577200577,0.483924780462793,0.0878513522064514
"Melanocyte","4_days","HALLMARK_CHOLESTEROL_HOMEOSTASIS",74,71,57,"OK",6,6,-0.93180754167229,0.17965367965368,-1.15046983307056,0.0649350649350649,0.2245670995671,0.103619784470848,0.158399470077208,0.195570226413001
"Melanocyte","4_days","HALLMARK_COAGULATION",138,89,57,"OK",6,6,-0.692792184733184,0.484848484848485,-1.89229044384876,0.00432900432900433,0.533451878195154,0.00923247368744999,0.117768863233736,0.321673511034132
"Melanocyte","4_days","HALLMARK_COMPLEMENT",200,141,96,"OK",6,6,8.05362485370295,0.00216450216450216,8.04260038208999,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.21753259681797,1.21586593692316
"Melanocyte","4_days","HALLMARK_DNA_REPAIR",150,147,92,"OK",6,6,1.31782176966179,0.0151515151515152,4.22213642124367,0.00216450216450216,0.0259246456965088,0.00496952027564273,0.201053307763841,0.644149696767483
"Melanocyte","4_days","HALLMARK_E2F_TARGETS",200,200,136,"OK",6,6,9.21558293206628,0.00216450216450216,2.09475931559315,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.29641291777212,0.294682719083247
"Melanocyte","4_days","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",200,179,143,"OK",6,6,0.789621222250637,0.0649350649350649,1.80585397410053,0.0411255411255411,0.0954927425515661,0.0706354713988302,0.109976493065735,0.251514880127372
"Melanocyte","4_days","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,156,126,"OK",6,6,2.90596958298993,0.00216450216450216,-0.35095866060308,0.937229437229437,0.00450937950937951,0.956356568601467,0.415138511855704,0.0501369515147257
"Melanocyte","4_days","HALLMARK_ESTROGEN_RESPONSE_LATE",200,140,117,"OK",6,6,2.55998501811842,0.00216450216450216,5.32019693519791,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.371291179259568,0.771622560281481
"Melanocyte","4_days","HALLMARK_FATTY_ACID_METABOLISM",158,129,91,"OK",6,6,-1.31407684917676,0.0649350649350649,-2.68266271081349,0.00216450216450216,0.0954927425515661,0.00496952027564273,0.200955029100157,0.410245841752071
"Melanocyte","4_days","HALLMARK_G2M_CHECKPOINT",200,196,141,"OK",6,6,4.9665681908288,0.00216450216450216,2.07625820977748,0.00432900432900433,0.00450937950937951,0.00923247368744999,0.693667240264058,0.289985407853949
"Melanocyte","4_days","HALLMARK_GLYCOLYSIS",200,173,126,"OK",6,6,-2.10404337116806,0.025974025974026,-8.7180626331534,0.00216450216450216,0.0420442866486032,0.00496952027564273,0.30057762445258,1.24543751902191
"Melanocyte","4_days","HALLMARK_HEDGEHOG_SIGNALING",36,28,26,"OK",6,6,-5.40779087825421,0.00216450216450216,-4.58709741319674,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.12489944385875,0.954183222909077
"Melanocyte","4_days","HALLMARK_HEME_METABOLISM",200,161,125,"OK",6,6,-0.747420576821938,0.24025974025974,4.85834989364601,0.00216450216450216,0.290636782572266,0.00496952027564273,0.10694724548621,0.695173714567729
"Melanocyte","4_days","HALLMARK_HYPOXIA",200,174,128,"OK",6,6,5.07338552632936,0.00216450216450216,3.7672632282378,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.722460808292726,0.536466235967941
"Melanocyte","4_days","HALLMARK_IL2_STAT5_SIGNALING",199,156,119,"OK",6,6,2.10232997897327,0.00216450216450216,-1.3797207609702,0.0649350649350649,0.00450937950937951,0.103619784470848,0.303854825117398,0.199414371068518
"Melanocyte","4_days","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,55,43,"OK",6,6,-1.64005032818955,0.0151515151515152,3.91928830540216,0.00216450216450216,0.0259246456965088,0.00496952027564273,0.298633320925069,0.713654978867062
"Melanocyte","4_days","HALLMARK_INFLAMMATORY_RESPONSE",200,111,91,"OK",6,6,2.89343870321268,0.00216450216450216,0.764817423930028,0.132034632034632,0.00450937950937951,0.19104689522696,0.442478732631117,0.116959603830211
"Melanocyte","4_days","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,93,64,"OK",6,6,-13.9595576035094,0.00216450216450216,-8.57796557169453,0.00216450216450216,0.00450937950937951,0.00496952027564273,2.3095048615048,1.4191605316109
"Melanocyte","4_days","HALLMARK_INTERFERON_GAMMA_RESPONSE",200,165,113,"OK",6,6,-6.2040746506893,0.00216450216450216,-10.5187227647276,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.906301025130175,1.53659163718695
"Melanocyte","4_days","HALLMARK_KRAS_SIGNALING_DN",200,84,59,"OK",6,6,4.90931685671422,0.00216450216450216,5.02619106021649,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.827775127659186,0.847481649268571
"Melanocyte","4_days","HALLMARK_KRAS_SIGNALING_UP",200,127,106,"OK",6,6,0.780326546917112,0.30952380952381,0.22483113554174,0.393939393939394,0.36367027228646,0.480413895048041,0.115520287594307,0.033284216127912
"Melanocyte","4_days","HALLMARK_MITOTIC_SPINDLE",199,198,159,"OK",6,6,0.0835031598415454,0.393939393939394,0.755004379318225,0.393939393939394,0.44540886249429,0.480413895048041,0.011390547898699,0.10298907924767
"Melanocyte","4_days","HALLMARK_MTORC1_SIGNALING",200,194,127,"OK",6,6,21.5663089075199,0.00216450216450216,1.67292735777548,0.00865800865800866,0.00450937950937951,0.0173160173160173,3.07596774742085,0.238606922415966
"Melanocyte","4_days","HALLMARK_MYC_TARGETS_V1",200,199,104,"OK",6,6,9.60199175443087,0.00216450216450216,7.19813853828741,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.42718568379005,1.06989055338865
"Melanocyte","4_days","HALLMARK_MYC_TARGETS_V2",58,56,38,"OK",6,6,6.23531878480303,0.00216450216450216,6.56391158294959,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.17162777730747,1.23337096366547
"Melanocyte","4_days","HALLMARK_MYOGENESIS",200,136,112,"OK",6,6,-0.419802400853534,0.699134199134199,-0.949315560545276,0.0930735930735931,0.745522250261587,0.141976667400396,0.0614384835674618,0.138933241802125
"Melanocyte","4_days","HALLMARK_NOTCH_SIGNALING",32,30,24,"OK",6,6,0.395725831802073,0.699134199134199,0.660903531929686,0.588744588744589,0.745522250261587,0.669027941755215,0.0841891090050131,0.14060461819752
"Melanocyte","4_days","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,198,102,"OK",6,6,-1.28851008785909,0.0649350649350649,-2.08268829403274,0.00216450216450216,0.0954927425515661,0.00496952027564273,0.192302317767372,0.310828599561007
"Melanocyte","4_days","HALLMARK_P53_PATHWAY",200,180,130,"OK",6,6,5.2360561636326,0.00216450216450216,4.0227336660343,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.743294039900973,0.571054599994564
"Melanocyte","4_days","HALLMARK_PANCREAS_BETA_CELLS",40,15,11,"OK",6,6,-1.87237716333554,0.00216450216450216,0.6257448618571,0.588744588744589,0.00450937950937951,0.669027941755215,0.505987749011656,0.169100136610641
"Melanocyte","4_days","HALLMARK_PEROXISOME",104,86,67,"OK",6,6,-3.93687919305439,0.00216450216450216,2.23603514204025,0.00865800865800866,0.00450937950937951,0.0173160173160173,0.6444893887076,0.366051598526236
"Melanocyte","4_days","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,88,68,"OK",6,6,6.14776904292651,0.00216450216450216,4.90742938272827,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.00301601768599,0.800653089302815
"Melanocyte","4_days","HALLMARK_PROTEIN_SECRETION",96,93,75,"OK",6,6,-1.6111594777118,0.0649350649350649,-3.78729373371291,0.00216450216450216,0.0954927425515661,0.00496952027564273,0.25709499872851,0.604343822646455
"Melanocyte","4_days","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,46,25,"OK",6,6,2.72601758091679,0.00216450216450216,4.94103430020566,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.573308533519764,1.03914851780563
"Melanocyte","4_days","HALLMARK_SPERMATOGENESIS",135,74,53,"OK",6,6,-0.918978205980318,0.132034632034632,1.36561125138802,0.00432900432900433,0.181145074437757,0.00923247368744999,0.158955375814188,0.236209355420899
"Melanocyte","4_days","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",6,6,1.88455224005528,0.00216450216450216,4.15788830394302,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.35175621971207,0.776079877593165
"Melanocyte","4_days","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,168,144,"OK",6,6,2.37659656998962,0.00216450216450216,1.13677048867538,0.0151515151515152,0.00450937950937951,0.0284090909090909,0.330550008630507,0.158108237463372
"Melanocyte","4_days","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,111,78,"OK",6,6,1.43573935838304,0.00216450216450216,-2.70577866713538,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.227104664405175,0.427998962741064
"Melanocyte","4_days","HALLMARK_UV_RESPONSE_DN",144,141,126,"OK",6,6,0.313098663421924,0.393939393939394,-0.191458059382152,0.588744588744589,0.44540886249429,0.669027941755215,0.0447283804888462,0.0273511513403074
"Melanocyte","4_days","HALLMARK_UV_RESPONSE_UP",158,135,92,"OK",6,6,7.25558770265849,0.00216450216450216,2.4155886268108,0.0151515151515152,0.00450937950937951,0.0284090909090909,1.10694779899146,0.368533966275022
"Melanocyte","4_days","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,38,28,"OK",6,6,-1.73120837567881,0.0151515151515152,3.14074372709315,0.00216450216450216,0.0259246456965088,0.00496952027564273,0.352811692444943,0.64006801576216
"Melanocyte","4_days","HALLMARK_XENOBIOTIC_METABOLISM",200,140,105,"OK",6,6,5.5425620248797,0.00216450216450216,14.3585673443842,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.82215963321635,2.12988765996307
"Melanocyte","10_days","HALLMARK_ADIPOGENESIS",200,184,131,"OK",6,6,-4.63471362375126,0.00216450216450216,-2.4865969331182,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.656913974191882,0.352444704496306
"Melanocyte","10_days","HALLMARK_ALLOGRAFT_REJECTION",200,114,81,"OK",6,6,-3.13381160835781,0.00216450216450216,-4.08922037180802,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.491575250962126,0.641442365313189
"Melanocyte","10_days","HALLMARK_ANDROGEN_RESPONSE",101,92,71,"OK",6,6,-0.395593707614946,0.699134199134199,-2.22054208172653,0.00216450216450216,0.745522250261587,0.00496952027564273,0.0639103263512407,0.358740713990173
"Melanocyte","10_days","HALLMARK_ANGIOGENESIS",36,25,24,"OK",6,6,-2.7521349498553,0.00216450216450216,-3.8868739721405,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.585505849427998,0.826917098232176
"Melanocyte","10_days","HALLMARK_APICAL_JUNCTION",200,151,125,"OK",6,6,-1.56126459202471,0.025974025974026,-3.8548777885032,0.00216450216450216,0.0420442866486032,0.00496952027564273,0.223398917249736,0.551588454949115
"Melanocyte","10_days","HALLMARK_APICAL_SURFACE",44,33,25,"OK",6,6,-1.57679682425669,0.00216450216450216,-1.95996220115694,0.00865800865800866,0.00450937950937951,0.0173160173160173,0.331616010586844,0.41219948952844
"Melanocyte","10_days","HALLMARK_APOPTOSIS",161,141,109,"OK",6,6,3.73751607846298,0.00216450216450216,1.70811728329239,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.550086446279118,0.251400166974173
"Melanocyte","10_days","HALLMARK_BILE_ACID_METABOLISM",112,76,62,"OK",6,6,-1.83431335045129,0.0151515151515152,-0.439917568318431,0.699134199134199,0.0259246456965088,0.772998500271228,0.305718891741882,0.0733195947197386
"Melanocyte","10_days","HALLMARK_CHOLESTEROL_HOMEOSTASIS",74,71,57,"OK",6,6,-2.63181437844835,0.00432900432900433,-2.77446791675919,0.00216450216450216,0.00839677563815495,0.00496952027564273,0.447386379959574,0.471636285506082
"Melanocyte","10_days","HALLMARK_COAGULATION",138,89,57,"OK",6,6,-0.596605244798262,0.699134199134199,-0.59401713178118,0.393939393939394,0.745522250261587,0.480413895048041,0.101417889848507,0.1009779323336
"Melanocyte","10_days","HALLMARK_COMPLEMENT",200,143,96,"OK",6,6,2.75590699967261,0.00432900432900433,2.03019786947003,0.025974025974026,0.00839677563815495,0.0460169751508334,0.416633089677305,0.306921681723682
"Melanocyte","10_days","HALLMARK_DNA_REPAIR",150,147,92,"OK",6,6,1.92687976623062,0.00216450216450216,3.20955856556649,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.293974162198966,0.489665887242495
"Melanocyte","10_days","HALLMARK_E2F_TARGETS",200,200,136,"OK",6,6,4.78118200098928,0.00216450216450216,-0.723609657197917,0.17965367965368,0.00450937950937951,0.248751248751249,0.672598375381587,0.101794635665625
"Melanocyte","10_days","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",200,180,144,"OK",6,6,-0.496618990947321,0.393939393939394,-1.21828456547282,0.0649350649350649,0.44540886249429,0.103619784470848,0.0690724769262911,0.16944565969529
"Melanocyte","10_days","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,158,126,"OK",6,6,2.64988506062163,0.00216450216450216,-1.18854989264871,0.0930735930735931,0.00450937950937951,0.141976667400396,0.378555008660233,0.169792841806959
"Melanocyte","10_days","HALLMARK_ESTROGEN_RESPONSE_LATE",200,142,119,"OK",6,6,1.99988952133729,0.00216450216450216,0.158972481880656,0.818181818181818,0.00450937950937951,0.864276568501921,0.289048858570163,0.0229766764320777
"Melanocyte","10_days","HALLMARK_FATTY_ACID_METABOLISM",158,129,91,"OK",6,6,-1.08691386010781,0.0930735930735931,-2.18267376161163,0.00216450216450216,0.133811875025933,0.00496952027564273,0.16621615891351,0.333785097542505
"Melanocyte","10_days","HALLMARK_G2M_CHECKPOINT",200,196,141,"OK",6,6,-1.35118220167575,0.0649350649350649,-1.81508939834211,0.025974025974026,0.0954927425515661,0.0460169751508334,0.188715989173587,0.2535086613943
"Melanocyte","10_days","HALLMARK_GLYCOLYSIS",200,173,125,"OK",6,6,-1.11475772678192,0.0649350649350649,-1.77765500627713,0.0649350649350649,0.0954927425515661,0.103619784470848,0.159508945780867,0.254361884381734
"Melanocyte","10_days","HALLMARK_HEDGEHOG_SIGNALING",36,29,27,"OK",6,6,-1.92895601350039,0.0411255411255411,-3.78549180340806,0.00216450216450216,0.0638154948499776,0.00496952027564273,0.397069485334561,0.779231497036487
"Melanocyte","10_days","HALLMARK_HEME_METABOLISM",200,159,123,"OK",6,6,0.00333459014991616,0.30952380952381,2.87149899882958,0.00432900432900433,0.36367027228646,0.00923247368744999,0.00047870993611711,0.412229101775705
"Melanocyte","10_days","HALLMARK_HYPOXIA",200,176,129,"OK",6,6,4.38929570751282,0.00216450216450216,3.71197450354524,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.624062523546978,0.527762158302413
"Melanocyte","10_days","HALLMARK_IL2_STAT5_SIGNALING",199,155,118,"OK",6,6,2.94810411107387,0.00216450216450216,2.70466216328493,0.00432900432900433,0.00450937950937951,0.00923247368744999,0.426835211918415,0.391588968414324
"Melanocyte","10_days","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,55,43,"OK",6,6,1.6940097308923,0.0151515151515152,4.69529818753609,0.00216450216450216,0.0259246456965088,0.00496952027564273,0.308458675273824,0.854956989048753
"Melanocyte","10_days","HALLMARK_INFLAMMATORY_RESPONSE",200,111,91,"OK",6,6,4.61421940409137,0.00216450216450216,0.553062297655362,0.818181818181818,0.00450937950937951,0.864276568501921,0.705628894691045,0.084576979032208
"Melanocyte","10_days","HALLMARK_INTERFERON_ALPHA_RESPONSE",97,92,63,"OK",6,6,-6.86650101352194,0.00216450216450216,-7.31579923329639,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.14016633103467,1.21477124287723
"Melanocyte","10_days","HALLMARK_INTERFERON_GAMMA_RESPONSE",200,164,113,"OK",6,6,-2.74378265255377,0.00216450216450216,-3.85148654383413,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.400816104053098,0.562631238256316
"Melanocyte","10_days","HALLMARK_KRAS_SIGNALING_DN",200,82,58,"OK",6,6,2.95847179090557,0.00216450216450216,4.2751358520084,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.50085095415599,0.723754026388563
"Melanocyte","10_days","HALLMARK_KRAS_SIGNALING_UP",200,129,107,"OK",6,6,0.179484258898009,0.484848484848485,-0.908163090538077,0.0649350649350649,0.533451878195154,0.103619784470848,0.0265188195659735,0.134181199411706
"Melanocyte","10_days","HALLMARK_MITOTIC_SPINDLE",199,198,159,"OK",6,6,-0.636678001594821,0.24025974025974,-0.782544591736712,0.24025974025974,0.290636782572266,0.320821611622799,0.0868483454635164,0.106745800661427
"Melanocyte","10_days","HALLMARK_MTORC1_SIGNALING",200,194,127,"OK",6,6,16.6824993530002,0.00216450216450216,3.93368745318409,0.00216450216450216,0.00450937950937951,0.00496952027564273,2.37939789215877,0.561055477147933
"Melanocyte","10_days","HALLMARK_MYC_TARGETS_V1",200,199,104,"OK",6,6,-1.79400113075094,0.025974025974026,0.573980500824622,0.393939393939394,0.0420442866486032,0.480413895048041,0.266650169672289,0.0853132115192177
"Melanocyte","10_days","HALLMARK_MYC_TARGETS_V2",58,56,38,"OK",6,6,7.00897011229942,0.00216450216450216,5.66763776033441,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.31699827343266,1.06495947695707
"Melanocyte","10_days","HALLMARK_MYOGENESIS",200,137,112,"OK",6,6,-1.03996330619902,0.132034632034632,-3.87370173049214,0.00216450216450216,0.181145074437757,0.00496952027564273,0.152199626225967,0.56691995955765
"Melanocyte","10_days","HALLMARK_NOTCH_SIGNALING",32,29,23,"OK",6,6,-1.42631156143787,0.0411255411255411,-0.694411084241617,0.818181818181818,0.0638154948499776,0.864276568501921,0.307139477010174,0.149533287824596
"Melanocyte","10_days","HALLMARK_OXIDATIVE_PHOSPHORYLATION",200,198,102,"OK",6,6,-2.86112338193081,0.00432900432900433,-3.43555427122395,0.00216450216450216,0.00839677563815495,0.00496952027564273,0.427005316409976,0.512735643591026
"Melanocyte","10_days","HALLMARK_P53_PATHWAY",200,179,129,"OK",6,6,5.52264968537291,0.00216450216450216,3.88162200658373,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.78520084518814,0.551882348855633
"Melanocyte","10_days","HALLMARK_PANCREAS_BETA_CELLS",40,14,10,"OK",6,6,0.108527035049786,0.818181818181818,0.966659962824545,0.30952380952381,0.854250158194474,0.395698051948052,0.0302728508395707,0.26964297747329
"Melanocyte","10_days","HALLMARK_PEROXISOME",104,86,67,"OK",6,6,-2.47481200627797,0.00216450216450216,2.99748844911666,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.405140721591424,0.490705811252106
"Melanocyte","10_days","HALLMARK_PI3K_AKT_MTOR_SIGNALING",105,90,69,"OK",6,6,6.46592505048827,0.00216450216450216,4.22340733979555,0.00216450216450216,0.00450937950937951,0.00496952027564273,1.05141315973478,0.686761139559787
"Melanocyte","10_days","HALLMARK_PROTEIN_SECRETION",96,94,75,"OK",6,6,-1.12786466102437,0.132034632034632,-1.56523255922692,0.00865800865800866,0.181145074437757,0.0173160173160173,0.179974960643754,0.249766375328519
"Melanocyte","10_days","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",49,46,25,"OK",6,6,2.25023020675428,0.00216450216450216,2.20316861075467,0.0151515151515152,0.00450937950937951,0.0284090909090909,0.473245729942175,0.463348209553271
"Melanocyte","10_days","HALLMARK_SPERMATOGENESIS",135,73,52,"OK",6,6,-0.803903614898027,0.17965367965368,1.60174024676877,0.025974025974026,0.2245670995671,0.0460169751508334,0.139690587278346,0.27832694317076
"Melanocyte","10_days","HALLMARK_TGF_BETA_SIGNALING",54,52,39,"OK",6,6,1.8719671888615,0.00216450216450216,1.25620397458786,0.132034632034632,0.00450937950937951,0.19104689522696,0.349407189561185,0.234473500864768
"Melanocyte","10_days","HALLMARK_TNFA_SIGNALING_VIA_NFKB",200,167,144,"OK",6,6,2.78984136504038,0.00216450216450216,1.54880414596343,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.388026347818835,0.215416125008298
"Melanocyte","10_days","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",113,111,78,"OK",6,6,1.94138668978166,0.00216450216450216,-0.942443904353339,0.132034632034632,0.00450937950937951,0.19104689522696,0.3070877524456,0.149075391274302
"Melanocyte","10_days","HALLMARK_UV_RESPONSE_DN",144,141,126,"OK",6,6,-0.809539602073782,0.24025974025974,-4.26810178946659,0.00216450216450216,0.290636782572266,0.00496952027564273,0.115648514581969,0.609728827066656
"Melanocyte","10_days","HALLMARK_UV_RESPONSE_UP",158,134,92,"OK",6,6,5.31876109306236,0.00216450216450216,-0.0399926128987713,1,0.00450937950937951,1,0.811456097921539,0.0061014678119033
"Melanocyte","10_days","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,38,28,"OK",6,6,-0.597689610726405,0.699134199134199,2.11083126661119,0.00216450216450216,0.745522250261587,0.00496952027564273,0.121806182363494,0.43017695737914
"Melanocyte","10_days","HALLMARK_XENOBIOTIC_METABOLISM",200,139,104,"OK",6,6,3.61881539045305,0.00216450216450216,6.04671457307011,0.00216450216450216,0.00450937950937951,0.00496952027564273,0.53788022835475,0.898749415054236
