external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,study.1,sra.study_title.1,sra.library_layout.1,sra.platform_model.1,recount_project.organism.1,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,cq_test,immortalisation_evidence
ERR1805214,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:I10-3|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510153|SRA accession;;ERS1510153|Title;;I10-3","Experimental Factor: Irradiation, day 10;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type",SAMEA54028918,E-MTAB-5403:I10-3,CS,Stress-induced CS,10 Gy,10 days,,no,Fibroblast,Foreskin,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805215,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:I4-1|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510154|SRA accession;;ERS1510154|Title;;I4-1","Experimental Factor: Irradiation, day 4;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type",SAMEA54029668,E-MTAB-5403:I4-1,CS,Stress-induced CS,10 Gy,4 days,,no,Fibroblast,Foreskin,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805216,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:I4-2|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510155|SRA accession;;ERS1510155|Title;;I4-2","Experimental Factor: Irradiation, day 4;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type",SAMEA54030418,E-MTAB-5403:I4-2,CS,Stress-induced CS,10 Gy,4 days,,no,Fibroblast,Foreskin,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805217,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:I4-3|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510156|SRA accession;;ERS1510156|Title;;I4-3","Experimental Factor: Irradiation, day 4;;irradiate|Experimental Factor: Primary foreskin fibroblasts;;cell type",SAMEA54031168,E-MTAB-5403:I4-3,CS,Stress-induced CS,10 Gy,4 days,,no,Fibroblast,Foreskin,no,Stress-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184428,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861966: Control rep 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861966,GSM1861966,Control rep 1,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184429,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861967: Control rep 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861967,GSM1861967,Control rep 2,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184430,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861968: Control rep 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861968,GSM1861968,Control rep 3,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184431,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861969: Control rep 4; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861969,GSM1861969,Control rep 4,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184432,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861970: Control rep 5; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861970,GSM1861970,Control rep 5,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184433,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861971: Control rep 6; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861971,GSM1861971,Control rep 6,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184434,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861972: Control rep 7; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861972,GSM1861972,Control rep 7,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184435,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861973: Control rep 8; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;Control|source_name;;IMR90 cells,GEO Accession;;GSM1861973,GSM1861973,Control rep 8,Proliferating,Proliferating,,,HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184436,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861974: RIS rep 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861974,GSM1861974,RIS rep 1,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184437,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861975: RIS rep 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861975,GSM1861975,RIS rep 2,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184438,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861976: RIS rep 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861976,GSM1861976,RIS rep 3,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2184439,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],paired,Illumina HiSeq 2000,Homo sapiens,IMR90,IMR-90,SRP062872,NOTCH1 mediates a reciprocal switch between two distinct secretomes during senescence [CSM],"ER:RAS-G12V expressing IMR90 cells were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively. Overall design: IMR90 cells expressing a 4-hydroxytamoxifen (4-OHT) inducible estrogen receptor (ER)-coupled RAS-G12V (ER:RAS-G12V) were treated with either 100nM 4-OHT for 6 days or 100uM Etoposide for 2 days, followed by further culture for 5 days, leading to RAS-induced senescence (RIS) and DNA-damage induced senescence (DDIS) respectively.  The total RNA was then analysed for transcriptional profiling using mRNA-sequencing. There were 8 (eight) biological replicatesfor each of the experimental conditions. Untreated ER:RAS IMR90 cells were the control condition",GSM1861977: RIS rep 4; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,sample group;;RIS|source_name;;IMR90 cells,GEO Accession;;GSM1861977,GSM1861977,RIS rep 4,CS,Oncogene-induced CS,100nM 4OHT for 6 days,5 days,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
