external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,study.1,sra.study_title.1,sra.library_layout.1,sra.platform_model.1,recount_project.organism.1,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,cq_test,immortalisation_evidence
SRR4241040,SRP089801,Expression level comparison under dividing and quiescent states in human primary fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,SRP089801,Expression level comparison under dividing and quiescent states in human primary fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,HCA2-hTERT,Primary,SRP089801,Expression level comparison under dividing and quiescent states in human primary fibroblasts,"To identify genes with different expression levels in dividing and quiescent cells, mRNA-sequencing was done in both conditions for human primary fibroblasts (HCA2-hTert). Overall design: mRNA profiles of dividing and quiescent cells were generated by deep sequencing, in triplicate, using Illumina highseq 2500.",GSM2309727: WT_Div_2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell type;;HCA2-hTert|source_name;;Human primary fibroblasts|tissue;;primary fibroblasts,GEO Accession;;GSM2309727,GSM2309727,WT_Div_2,Proliferating,Proliferating,,,,yes,Fibroblast,Skin,no,Proliferating,Sample_characteristics: 'cell type: HCA2-hTert'
SRR4241041,SRP089801,Expression level comparison under dividing and quiescent states in human primary fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,SRP089801,Expression level comparison under dividing and quiescent states in human primary fibroblasts,single,Illumina HiSeq 2500,Homo sapiens,HCA2-hTERT,Primary,SRP089801,Expression level comparison under dividing and quiescent states in human primary fibroblasts,"To identify genes with different expression levels in dividing and quiescent cells, mRNA-sequencing was done in both conditions for human primary fibroblasts (HCA2-hTert). Overall design: mRNA profiles of dividing and quiescent cells were generated by deep sequencing, in triplicate, using Illumina highseq 2500.",GSM2309728: WT_Div_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell type;;HCA2-hTert|source_name;;Human primary fibroblasts|tissue;;primary fibroblasts,GEO Accession;;GSM2309728,GSM2309728,WT_Div_3,Proliferating,Proliferating,,,,yes,Fibroblast,Skin,no,Proliferating,Sample_characteristics: 'cell type: HCA2-hTert'
SRR1197244,SRP040243,Histone H3.3 and its proteolytically processed form drive a cellular senescence program,single,Illumina HiSeq 2500,Homo sapiens,SRP040243,Histone H3.3 and its proteolytically processed form drive a cellular senescence program,single,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP040243,Histone H3.3 and its proteolytically processed form drive a cellular senescence program,"In this study, we have uncovered novel proteolytic processing of the histone H3 tail in senescence models in primary fibroblasts and melanocytes. Cleavage of H3 tail occurs at two distinct residues and is mediated by Cathepsin L. We show that variant H3.3 is preferentially cleaved, and that cleaved histones are associated with chromatin and incorporated into nucleosomes.  We also found that the histone chaperone ASF1a is required for chromatin incorporation of the cleaved histone species. Further, we show that overexpression of cleaved H3.3 induces a senescence program in fibroblasts in the absensence of oncogenic signaling. Overall design: For the RNA-seq studies, growing IMR90 fibroblasts were compared to cells induced to senesce via oncogene activation or cleaved H3.3 overexpression. Growing controls consist of IMR90 cells infected with empty retroviral construct pBabe and grown under normal conditions for 13 days prior to RNA isolation. For oncogene-induced senescence samples, IMR90s carrying a tamoxifen-inducible H-RasV12 retroviral construct were induced to senesce by addition of 10nM tamoxifen to the media for 8 days. Finally, IMR90s were infected with a retroviral construct expressing the cleaved form of H3.3 with a C-terminal Flag tag. RNA samples form this group were isolated at days 3 (early) and 13 (late) post-infection. In all cases, total RNA samples were isolated using RNeasy kit (Qiagen) and prepared at the Icahn School of Medicine at Mount Sinai Genomics Core Facility for poly A library construction and sequencing on IlluminaHiSeq 2500.",GSM1348980: Growing; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell line;;IMR90|passage;;16|source_name;;Primary fibroblast|tissue;;Lung,GEO Accession;;GSM1348980,GSM1348980,Growing,Proliferating,Proliferating,,,,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR1197245,SRP040243,Histone H3.3 and its proteolytically processed form drive a cellular senescence program,single,Illumina HiSeq 2500,Homo sapiens,SRP040243,Histone H3.3 and its proteolytically processed form drive a cellular senescence program,single,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP040243,Histone H3.3 and its proteolytically processed form drive a cellular senescence program,"In this study, we have uncovered novel proteolytic processing of the histone H3 tail in senescence models in primary fibroblasts and melanocytes. Cleavage of H3 tail occurs at two distinct residues and is mediated by Cathepsin L. We show that variant H3.3 is preferentially cleaved, and that cleaved histones are associated with chromatin and incorporated into nucleosomes.  We also found that the histone chaperone ASF1a is required for chromatin incorporation of the cleaved histone species. Further, we show that overexpression of cleaved H3.3 induces a senescence program in fibroblasts in the absensence of oncogenic signaling. Overall design: For the RNA-seq studies, growing IMR90 fibroblasts were compared to cells induced to senesce via oncogene activation or cleaved H3.3 overexpression. Growing controls consist of IMR90 cells infected with empty retroviral construct pBabe and grown under normal conditions for 13 days prior to RNA isolation. For oncogene-induced senescence samples, IMR90s carrying a tamoxifen-inducible H-RasV12 retroviral construct were induced to senesce by addition of 10nM tamoxifen to the media for 8 days. Finally, IMR90s were infected with a retroviral construct expressing the cleaved form of H3.3 with a C-terminal Flag tag. RNA samples form this group were isolated at days 3 (early) and 13 (late) post-infection. In all cases, total RNA samples were isolated using RNeasy kit (Qiagen) and prepared at the Icahn School of Medicine at Mount Sinai Genomics Core Facility for poly A library construction and sequencing on IlluminaHiSeq 2500.",GSM1348981: Oncogene-induced senescence; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell line;;IMR90|passage;;16|source_name;;Primary fibroblast|tissue;;Lung,GEO Accession;;GSM1348981,GSM1348981,Oncogene-induced senescence,CS,Oncogene-induced CS,100 nM 4-hydroxytamoxifen,,HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932856,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917083: Proliferating IMR90 shRen_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;proliferating|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917083,GSM1917083,Proliferating IMR90 shRen_1,Proliferating,Proliferating,,,control shRNA,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932857,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917084: Proliferating IMR90 shRen_2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;proliferating|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917084,GSM1917084,Proliferating IMR90 shRen_2,Proliferating,Proliferating,,,control shRNA,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932858,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917085: Proliferating IMR90 shRen_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;proliferating|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917085,GSM1917085,Proliferating IMR90 shRen_3,Proliferating,Proliferating,,,control shRNA,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932859,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917086: Quiescent IMR90 shRen_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;quiescent|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917086,GSM1917086,Quiescent IMR90 shRen_1,CQ,Serum_starved CQ,serum-starved;0.1 % FBS,4 days,control shRNA,no,Fibroblast,Lung,no,CQ,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932860,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917087: Quiescent IMR90 shRen_2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;quiescent|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917087,GSM1917087,Quiescent IMR90 shRen_2,CQ,Serum_starved CQ,serum-starved;0.1 % FBS,4 days,control shRNA,no,Fibroblast,Lung,no,CQ,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932861,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917088: Quiescent IMR90 shRen_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;quiescent|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917088,GSM1917088,Quiescent IMR90 shRen_3,CQ,Serum_starved CQ,serum-starved;0.1 % FBS,4 days,control shRNA,no,Fibroblast,Lung,no,CQ,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932862,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917089: Senescent IMR90 shRen_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;senescent|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL HRASV12 and shRen,GEO Accession;;GSM1917089,GSM1917089,Senescent IMR90 shRen_1,CS,Oncogene-induced CS,,12 days,HRASG12V + shRen,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932863,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917090: Senescent IMR90 shRen_2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;senescent|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL HRASV12 and shRen,GEO Accession;;GSM1917090,GSM1917090,Senescent IMR90 shRen_2,CS,Oncogene-induced CS,,12 days,HRASG12V + shRen,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932864,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917091: Senescent IMR90 shRen_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;senescent|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;no treatment|viral transduction;;cotransduced with pWZL HRASV12 and shRen,GEO Accession;;GSM1917091,GSM1917091,Senescent IMR90 shRen_3,CS,Oncogene-induced CS,,12 days,HRASG12V + shRen,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR2932910,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),paired,Illumina HiSeq 2500,Homo sapiens,IMR90,IMR-90,SRP065206,BRD4 connects enhancer remodeling to senescence immune surveillance (RNA-seq),"Cellular senescence is a homeostatic program associated with tumor suppression, wound healing, and certain age related pathologies. Senescent cells display a repressive chromatin configuration thought to stably silence proliferation-promoting genes, while at the same time activate an unusual form of immune surveillance involving a secretory program referred to as the senescence-associated secretory phenotype (SASP). Here we demonstrate that senescence also involves a global remodeling of the enhancer landscape with recruitment of the chromatin reader BRD4 to newly activated super-enhancers adjacent to key SASP genes. Transcriptional profiling and functional studies indicate that BRD4 is required for the SASP and downstream paracrine signaling. Consequently, BRD4 inhibition disrupts immune cell-mediated targeting and elimination of premalignant senescent cells in vitro and in vivo. Our results identify a critical role for BRD4-bound super-enhancers in senescence immune surveillance and in the proper execution of a tumor-suppressive program. Overall design: Analysis of RNA isolated from human fibroblasts (IMR90) in proliferating, quiescent or senescent (HrasV12) conditions upon knockdown of Brd4, p65, p53, p53/RB, p16/21 or Vehicle and JQ1 treatment",GSM1917137: Proliferating IMR90 DMSO_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell condition;;proliferating|cell line;;IMR90|cell type;;fetal lung fibroblasts|source_name;;IMR90 human fibrobasts|treatment;;DMSO 48h|viral transduction;;cotransduced with pWZL-Hygro and shRen,GEO Accession;;GSM1917137,GSM1917137,Proliferating IMR90 DMSO_1,Proliferating,Proliferating,DMSO,,DMSO,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
