external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,immortalisation_evidence
SRR2970879,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961164: Cycling Day 4 Rep 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|day treament;;4|source_name;;Cycling Day 4|time point;;4days after transduction|transduced with;;empty vector (cycling),GEO Accession;;GSM1961164,GSM1961164,Cycling Day 4 Rep 2,Proliferating,Proliferating,,,Empty vector,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970882,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961167: Cycling Day 10 Rep 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|day treament;;10|source_name;;Cycling Day 10|time point;;10days after transduction|transduced with;;empty vector (cycling),GEO Accession;;GSM1961167,GSM1961167,Cycling Day 10 Rep 2,Proliferating,Proliferating,,,Empty vector,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970885,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961170: Cycling Day 4 Rep 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|day treament;;4|source_name;;Cycling Day 4|time point;;4days after transduction|transduced with;;empty vector (cycling),GEO Accession;;GSM1961170,GSM1961170,Cycling Day 4 Rep 3,Proliferating,Proliferating,,,Empty vector,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970888,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961173: Cycling Day 10 Rep 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|day treament;;10|source_name;;Cycling Day 10|time point;;10days after transduction|transduced with;;empty vector (cycling),GEO Accession;;GSM1961173,GSM1961173,Cycling Day 10 Rep 3,Proliferating,Proliferating,,,Empty vector,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970891,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961176: Cycling Control Serum 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|cultured in;;9% FBS DMEM medium for 10 days (cycling)|day treament;;10|source_name;;Cycling Control Serum,GEO Accession;;GSM1961176,GSM1961176,Cycling Control Serum 1,Proliferating,Proliferating,,,,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970892,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961177: Quiescent Serum Starvation 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|cultured in;;0% FBS DMEM medium for 10 days (quiescent)|day treament;;10|source_name;;Quiescent Serum Starvation,GEO Accession;;GSM1961177,GSM1961177,Quiescent Serum Starvation 1,CQ,Serum_starved CQ,serum-starved;0 % FBS,10 days,,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970893,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961178: Cycling Control Serum 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|cultured in;;9% FBS DMEM medium for 10 days (cycling)|day treament;;10|source_name;;Cycling Control Serum,GEO Accession;;GSM1961178,GSM1961178,Cycling Control Serum 2,Proliferating,Proliferating,,,,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970894,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961179: Quiescent Serum Starvation 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|cultured in;;0% FBS DMEM medium for 10 days (quiescent)|day treament;;10|source_name;;Quiescent Serum Starvation,GEO Accession;;GSM1961179,GSM1961179,Quiescent Serum Starvation 2,CQ,Serum_starved CQ,serum-starved;0 % FBS,10 days,,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970895,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961180: Cycling Control Serum 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|cultured in;;9% FBS DMEM medium for 10 days (cycling)|day treament;;10|source_name;;Cycling Control Serum,GEO Accession;;GSM1961180,GSM1961180,Cycling Control Serum 3,Proliferating,Proliferating,,,,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
SRR2970896,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,single,Illumina HiSeq 2000,Homo sapiens,Tig3ET,TIG-3,SRP066947,Massive reshaping of genome - nuclear lamina interactions during oncogene induced senescence,"Background. Cellular senescence is a mechanism that virtually irreversibly suppresses the proliferative capacity of cells in response to various stress signals. This includes the expression of activated oncogenes, which cause Oncogene-Induced Senescence (OIS). A body of evidence points to the involvement of chromatin reorganization, including the formation of senescence-associated heterochromatic foci (SAHF). The nuclear lamina (NL) is an important contributor to genome organization and has been involved in cellular senescence and organismal aging. It interacts with multiple regions of the genome called lamina-associated domains (LADs). Some LADs are cell type-specific, while others are conserved between cell types and are referred to as constitutive LADs. Here, we used DamID to investigate the changes in genome-NL interactions in a model of OIS triggered by the expression of the BRAFV600E oncogene.Results. We found that OIS cells lose most of their constitutive LADs (cLADS), suggesting the loss of a specific mechanism that targets cLADs to the NL. In addition, multiple genes relocated to the NL. Unexpectedly, they were not repressed, implying the abrogation of the repressive activity of the NL during OIS. Finally, OIS cells displayed an increased association of telomeres with the NL.Conclusions. Our study reveals that senescent cells acquire a new type of LAD organization and suggest the existence of as yet unknown mechanisms that tether cLADs to the NL and repress gene expression at the NL.",GSM1961181: Quiescent Serum Starvation 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;Tig3|cell type;;diploid embryonic lung fibroblasts|cultured in;;0% FBS DMEM medium for 10 days (quiescent)|day treament;;10|source_name;;Quiescent Serum Starvation,GEO Accession;;GSM1961181,GSM1961181,Quiescent Serum Starvation 3,CQ,Serum_starved CQ,serum-starved;0 % FBS,10 days,,yes,Fibroblast,Lung,no,"Sample_treatment_protocol: 'Human diploid fibroblast Tig3 cells expressing the ecotropic receptor, hTERT'; Genome Res 27:1634 calls it 'hTERT-immortalized Tig3 fibroblasts (Tig3ET)'"
ERR1805205,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:H3|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510144|SRA accession;;ERS1510144|Title;;H3",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Quiescence;;irradiate,SAMEA54022168,E-MTAB-5403:H3,CQ,Serum_starved CQ,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805188,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:C1|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510127|SRA accession;;ERS1510127|Title;;C1",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate,SAMEA54009418,E-MTAB-5403:C1,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805189,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:C2|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510128|SRA accession;;ERS1510128|Title;;C2",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate,SAMEA54010168,E-MTAB-5403:C2,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805190,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"alias;;E-MTAB-5403:C3|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510129|SRA accession;;ERS1510129|title;;C3",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate,SAMEA54010918,E-MTAB-5403:C3,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
